Date_vaw,Open_vaw,High_vaw,Low_vaw,Close_vaw,Volume_vaw,Open_vcr,High_vcr,Low_vcr,Close_vcr,Volume_vcr,Open_vgt,High_vgt,Low_vgt,Close_vgt,Volume_vgt,Open_vfh,High_vfh,Low_vfh,Close_vfh,Volume_vfh,Open_vde,High_vde,Low_vde,Close_vde,Volume_vde,Open_vht,High_vht,Low_vht,Close_vht,Volume_vht,Open_vnq,High_vnq,Low_vnq,Close_vnq,Volume_vnq
2005-04-20,50.067,50.121,49.201,49.289,18252,46.441,46.479,45.913,45.913,2694,38.902,38.902,38.387,38.387,3097,43.22,43.254,42.736,42.736,2966,51.586,52.154,50.774,50.792,78040,47.179,47.299,46.612,46.612,79497,39.933,40.003,39.727,39.864,52288
2005-04-21,49.817,50.183,49.289,50.183,13996,46.469,46.907,46.377,46.907,2801,38.922,39.427,38.922,39.409,3524,43.035,43.069,42.788,43.069,3195,50.87,52.216,50.87,52.216,30323,46.948,47.374,46.928,47.309,15642,39.947,40.018,39.773,39.856,14248
2005-04-22,50.093,50.165,49.236,49.485,20379,46.796,46.796,46.406,46.406,644,39.203,39.203,38.688,38.688,2136,42.963,43.193,42.736,42.736,910,52.041,53.046,51.692,52.391,30667,47.096,47.468,46.957,47.245,20386,39.896,40.163,39.896,40.163,163006
2005-04-25,49.736,50.29,49.673,50.228,11309,46.691,46.701,46.396,46.396,2476,39.315,39.341,39.268,39.268,1922,43.129,43.48,43.129,43.428,3195,53.282,53.587,53.011,53.125,28264,47.299,47.364,47.116,47.17,18876,40.355,40.606,40.186,40.606,25881
2005-04-26,50.067,50.218,49.459,49.53,4144,46.629,46.833,46.461,46.508,4528,39.126,39.409,38.987,38.987,4272,43.357,43.504,43.357,43.437,800,53.097,53.263,52.327,52.432,64196,47.28,47.512,47.049,47.077,11326,40.73,40.805,40.584,40.661,58956
2005-04-27,48.683,48.889,48.138,48.736,10638,46.044,46.479,45.998,46.451,2262,38.583,38.949,38.583,38.949,535,43.069,43.779,43.069,43.684,2397,52.363,52.363,51.018,51.123,82504,47.031,47.374,46.743,47.374,9924,40.706,41.051,40.538,40.974,59738
2005-04-28,48.916,48.916,48.004,48.217,10524,46.182,46.266,46.182,46.266,540,38.754,38.754,38.417,38.417,7371,43.684,43.717,43.437,43.437,4335,50.512,50.581,49.865,49.865,38906,47.28,47.28,46.928,46.984,12730,40.967,40.967,40.776,40.875,25621
2005-04-29,48.699,49.289,48.334,49.193,39525,45.998,45.998,45.237,45.487,12714,38.735,38.854,38.35,38.854,9825,43.394,43.523,43.111,43.523,21445,50.686,50.686,49.865,50.388,41196,47.086,47.728,46.928,47.728,59542,40.967,41.418,40.767,41.418,18038
2005-05-02,49.254,49.513,49.227,49.416,15230,46.173,46.173,45.803,45.803,1723,39.027,39.027,38.826,38.826,426,44.096,44.13,43.743,44.008,5704,50.432,51.427,50.083,51.427,37534,47.746,47.865,47.624,47.846,12730,41.563,41.563,40.935,41.388,36077
2005-05-03,49.549,49.995,49.549,49.69,9294,46.155,46.415,46.08,46.08,19286,39.007,39.248,38.977,38.977,1069,44.138,44.35,43.962,43.962,1370,51.078,51.078,50.083,50.151,20711,47.92,48.105,47.652,47.827,12189,41.265,41.447,41.158,41.447,116339
2005-05-04,50.139,50.595,50.013,50.54,8846,46.406,47.054,46.322,47.054,8943,39.229,39.54,39.229,39.492,4486,44.315,44.911,44.216,44.83,11864,50.364,50.87,50.022,50.799,58588,47.987,48.393,47.987,48.385,177006,41.489,41.639,41.158,41.489,36077
2005-05-05,50.817,50.863,50.191,50.353,12876,46.872,47.036,46.862,47.036,1511,39.502,39.624,39.409,39.474,1710,44.903,44.903,44.516,44.788,1370,51.061,51.559,50.774,51.174,11901,48.349,48.494,48.152,48.385,36672,41.639,42.015,41.639,42.015,28629
2005-05-06,50.817,50.889,50.433,50.595,8733,47.25,47.25,46.934,47.008,3232,39.63,39.67,39.558,39.67,2991,44.866,44.866,44.516,44.654,1597,51.734,51.971,51.297,51.304,32727,48.504,48.609,48.302,48.339,15532,41.846,41.878,41.317,41.489,164312
2005-05-09,50.433,50.691,50.29,50.558,10749,46.953,47.149,46.944,47.149,862,39.624,39.726,39.427,39.63,3524,44.551,44.838,44.437,44.838,3991,51.508,51.908,51.402,51.908,28949,48.207,48.524,48.105,48.524,21574,41.602,42.206,41.546,42.206,88756
2005-05-10,50.228,50.228,49.666,49.673,10861,47.046,47.046,46.673,46.673,3987,39.604,39.604,39.248,39.248,2562,44.629,44.629,44.252,44.252,3195,51.692,51.718,50.93,51.052,19683,48.366,48.514,48.171,48.302,19093,42.137,42.206,41.939,42.206,39738
2005-05-11,49.817,49.817,49.325,49.772,8061,46.682,46.823,46.415,46.823,1184,39.287,39.68,39.203,39.68,1388,44.341,44.654,44.307,44.654,4564,50.958,51.41,50.783,51.37,52867,48.375,48.553,48.069,48.504,120163,42.166,42.321,41.806,42.23,79735
2005-05-12,49.699,49.699,48.236,48.326,19932,46.888,46.962,46.441,46.441,2155,39.894,39.969,39.492,39.492,1174,44.682,44.682,44.114,44.155,6503,51.262,51.262,49.086,49.234,61451,48.562,48.736,48.302,48.358,29446,42.398,42.398,41.779,41.806,43662
2005-05-13,48.387,48.387,46.817,47.423,33479,46.451,46.565,45.978,46.221,3664,39.904,40.353,39.904,40.138,8970,44.096,44.096,43.604,43.717,8444,49.427,49.497,48.022,48.485,34786,48.393,48.393,47.746,48.133,75182,42.09,42.09,41.432,41.792,40783
2005-05-16,47.45,47.557,47.254,47.557,12540,46.424,46.805,46.424,46.805,2050,40.213,40.541,40.138,40.541,5661,43.867,44.465,43.867,44.446,4447,47.899,48.144,47.217,47.923,98868,48.207,48.609,48.133,48.609,115201,41.792,41.998,41.709,41.982,28234
2005-05-17,47.369,48.281,47.369,48.281,11198,46.872,47.297,46.872,47.297,4741,40.391,40.642,40.268,40.579,2350,44.299,44.727,44.242,44.727,4676,48.098,49.095,48.098,49.06,25975,48.504,48.562,48.162,48.553,40017,42.053,42.389,41.884,42.358,25358
2005-05-18,48.861,49.745,48.806,49.423,9518,47.685,48.17,47.685,48.17,23596,40.99,41.476,40.906,41.356,6515,45.095,45.437,45.068,45.322,7414,49.471,49.802,48.632,48.806,58131,48.905,48.94,48.635,48.736,28692,42.513,42.772,42.513,42.772,53853
2005-05-19,49.522,49.522,49.03,49.325,9182,48.215,48.494,48.215,48.494,6680,41.337,41.62,41.337,41.62,2991,45.279,45.463,45.146,45.463,5820,48.851,49.873,48.851,49.802,16020,48.801,48.811,48.572,48.811,83703,42.924,43.347,42.924,43.338,35424
2005-05-20,48.986,49.03,48.842,48.95,5486,48.447,48.531,48.447,48.531,323,41.571,41.786,41.496,41.786,1603,45.322,45.33,45.173,45.33,1140,49.873,50.048,49.366,49.366,15790,48.811,48.811,48.617,48.773,16070,43.176,43.507,43.078,43.429,106402
2005-05-23,48.976,49.593,48.976,49.494,2797,48.651,48.903,48.651,48.874,2476,41.833,41.991,41.796,41.991,3205,45.409,45.559,45.322,45.559,2282,49.715,50.441,49.673,50.285,19912,48.764,49.042,48.645,48.85,43792,43.338,43.652,43.338,43.53,74379
2005-05-24,49.093,49.408,49.093,49.344,6271,48.606,48.791,48.606,48.791,1617,41.786,42.16,41.786,42.16,6835,45.305,45.305,45.156,45.156,3878,50.364,50.555,50.135,50.555,13160,48.958,49.033,48.82,49.006,15101,43.262,43.277,42.789,42.924,62612
2005-05-25,48.852,48.852,48.45,48.753,4368,48.623,48.623,48.42,48.513,1511,41.947,41.956,41.647,41.918,13673,45.226,45.226,44.961,45.043,2851,50.555,51.37,50.198,51.158,20368,48.905,48.905,48.468,48.663,15642,42.811,42.811,42.398,42.398,68235
2005-05-26,49.12,49.227,49.021,49.139,7726,48.782,48.866,48.772,48.866,5386,42.124,42.461,42.124,42.461,7371,45.103,45.437,45.103,45.437,3762,51.22,51.592,51.193,51.592,28264,48.792,48.878,48.707,48.858,54257,42.398,42.811,42.206,42.214,62744
2005-05-27,49.379,49.408,49.139,49.344,5711,48.931,48.976,48.884,48.957,1938,42.367,42.377,42.244,42.281,4912,45.374,45.481,45.322,45.446,3308,51.742,52.372,51.742,52.372,19567,48.858,48.858,48.599,48.764,26641,42.488,42.513,42.259,42.436,36602
2005-05-31,49.209,49.209,48.976,49.193,5599,48.874,48.874,48.744,48.754,3340,42.367,42.48,42.19,42.226,2991,45.481,45.481,45.305,45.409,4794,52.024,52.302,51.63,51.98,16020,48.764,48.801,48.439,48.533,83812,42.62,43.022,42.62,42.88,60523
2005-06-01,49.289,49.915,49.289,49.763,8733,48.772,49.245,48.772,48.931,1399,42.124,42.724,42.124,42.431,3310,45.365,45.925,45.365,45.585,3308,52.327,53.194,52.26,52.827,47719,48.401,48.896,48.401,48.698,16287,42.924,43.37,42.789,43.37,42482
2005-06-02,49.612,49.726,49.504,49.575,8174,49.183,49.441,49.183,49.441,1834,42.619,42.715,42.58,42.667,5339,45.54,45.718,45.522,45.709,6503,52.809,53.316,52.59,52.88,28150,48.581,48.811,48.468,48.811,19093,43.3,43.347,43.115,43.216,41176
2005-06-03,49.657,49.905,49.344,49.566,14108,49.309,49.318,49.059,49.059,17347,42.6,42.6,42.16,42.244,8012,45.725,45.725,45.418,45.437,4794,53.246,53.571,52.897,53.22,29067,48.792,48.792,48.439,48.514,25025,43.153,43.598,43.115,43.222,31242
2005-06-06,49.389,49.566,49.281,49.423,3697,49.144,49.183,48.94,49.153,10020,42.244,42.311,42.085,42.253,2457,45.437,45.463,45.347,45.463,2851,53.439,53.577,53.027,53.447,23228,48.581,48.617,48.385,48.609,24917,43.262,43.559,43.262,43.551,53333
2005-06-07,49.389,50.058,49.389,49.584,6045,49.282,49.711,49.282,49.497,4850,42.301,42.675,42.21,42.226,4379,45.777,45.988,45.742,45.742,18478,53.553,53.797,52.94,53.088,21971,48.746,48.987,48.599,48.626,28154,43.681,44.197,43.629,43.92,76731
2005-06-08,49.522,49.717,49.218,49.298,6160,49.468,49.468,48.985,48.985,5386,42.301,42.328,41.972,41.991,10253,45.742,45.84,45.647,45.647,5932,52.985,53.797,52.739,53.054,13274,48.746,48.746,48.181,48.181,21574,43.904,44.402,43.904,44.102,37644
2005-06-09,49.298,49.298,48.744,49.056,5599,48.957,49.431,48.948,49.292,8725,42.02,42.244,41.947,42.244,2562,45.55,45.813,45.522,45.734,1370,53.203,54.487,53.176,54.478,27235,48.171,48.626,48.171,48.543,28260,44.056,44.164,43.827,44.149,36602
2005-06-10,49.271,49.485,49.271,49.379,2353,49.328,49.385,49.126,49.274,3340,42.338,42.338,41.872,41.981,5127,45.831,45.831,45.481,45.637,2055,54.636,54.68,54.05,54.434,20711,48.59,48.59,48.197,48.312,43792,44.149,44.21,43.949,44.056,31373
2005-06-13,49.558,50.121,49.432,49.863,14445,49.282,49.393,49.173,49.367,5172,42.311,42.387,42.253,42.291,2457,45.585,45.769,45.54,45.603,2510,54.251,54.855,54.181,54.819,21628,48.171,48.698,48.171,48.581,9814,44.12,44.287,43.971,44.262,33723
2005-06-14,49.94,50.067,49.94,50.039,5152,49.701,49.93,49.701,49.868,6896,42.253,42.253,41.963,41.972,6515,45.629,45.813,45.629,45.813,6387,54.768,55.056,54.593,54.985,26204,48.581,48.949,48.581,48.931,24056,44.361,44.622,44.348,44.622,31242
2005-06-15,50.389,50.442,50.084,50.442,7055,49.96,50.034,49.653,49.877,7973,42.253,42.253,41.647,41.963,8437,45.978,45.978,45.742,45.969,7984,55.116,55.702,55.071,55.623,23228,48.968,48.968,48.562,48.82,33761,44.814,44.814,44.492,44.723,20914
2005-06-16,50.639,51.398,50.639,51.227,12317,49.996,50.137,49.969,50.137,21658,42.291,42.431,42.281,42.319,4699,45.961,46.146,45.961,46.146,3649,55.728,56.437,55.728,56.428,138920,48.82,49.128,48.82,49.07,44225,44.492,44.769,44.44,44.769,37516
2005-06-17,51.529,51.529,51.12,51.139,10190,50.388,50.388,50.128,50.265,3125,42.508,42.58,42.301,42.431,5555,46.267,46.418,46.25,46.418,6161,57.215,57.53,56.811,57.422,39364,49.153,49.441,49.153,49.441,24808,45.075,45.341,44.983,45.275,24966
2005-06-20,50.924,50.924,50.494,50.657,14669,50.006,50.182,49.986,50.182,1399,42.143,42.319,42.085,42.272,4912,46.267,46.47,46.146,46.462,4220,57.843,57.852,57.127,57.477,45429,49.321,49.478,49.162,49.478,25889,45.304,45.412,45.12,45.235,92155
2005-06-21,50.389,50.415,50.13,50.218,2128,50.221,50.368,50.128,50.221,3016,42.461,42.554,42.328,42.544,4059,46.356,46.443,46.34,46.418,5477,57.422,57.422,56.21,56.288,28725,49.46,49.497,49.2,49.284,30527,45.304,45.304,44.737,44.853,34768
2005-06-22,50.477,50.477,50.102,50.317,2797,50.453,50.453,50.146,50.303,3555,42.742,42.742,42.508,42.675,4165,46.593,46.609,46.411,46.434,3649,56.734,56.785,55.816,56.437,35129,49.45,49.469,49.042,49.118,24702,45.112,45.112,44.654,44.784,21961
2005-06-23,50.022,50.03,49.183,49.183,2240,50.257,50.294,49.553,49.553,4204,42.742,43.124,42.281,42.281,10466,46.488,46.488,46.034,46.075,5587,56.558,57.362,56.376,56.376,54697,49.219,49.265,48.83,48.858,21356,44.853,44.983,44.622,44.622,32029
2005-06-24,49.922,49.922,48.405,48.441,2353,49.553,49.553,49.135,49.199,7327,42.133,42.133,41.665,41.665,39838,45.874,46.085,45.874,45.934,5130,56.734,56.734,55.982,56.103,34442,48.764,48.82,48.59,48.609,35705,44.737,44.861,44.256,44.53,39213
2005-06-27,48.45,48.665,48.45,48.513,7055,49.097,49.106,48.809,49.003,10776,41.61,41.61,41.252,41.42,6406,45.7,45.742,45.629,45.734,19161,56.297,56.995,56.155,56.909,37192,48.572,48.572,48.358,48.411,31496,43.904,44.085,43.896,43.988,27057
2005-06-28,48.629,49.334,48.629,49.245,5262,49.003,49.615,49.003,49.615,4741,41.553,41.937,41.553,41.899,10466,45.882,46.111,45.882,46.111,7186,56.952,56.952,56.016,56.016,49204,48.411,48.958,48.411,48.958,18768,44.056,44.21,43.92,44.21,18559
2005-06-29,49.261,49.423,49.173,49.261,5152,49.653,49.711,49.367,49.468,2262,41.991,42.048,41.843,41.862,12070,46.323,46.393,46.216,46.331,7643,55.989,56.271,55.544,55.956,31925,48.997,49.006,48.84,48.905,20280,44.326,44.515,44.262,44.354,93985
2005-06-30,49.325,49.325,48.638,48.638,21498,49.653,49.653,49.191,49.191,5709,41.947,41.972,41.571,41.571,4379,46.495,46.524,46.304,46.393,2397,56.035,56.542,55.578,55.606,43713,48.968,48.968,48.562,48.562,28477,44.21,44.432,43.971,44.361,51765
2005-07-01,48.852,48.852,48.334,48.46,30457,49.385,49.403,49.217,49.255,34264,41.61,41.691,41.448,41.448,17730,46.225,46.286,46.075,46.174,18478,56.035,56.743,55.92,56.664,29293,48.654,48.654,48.411,48.449,20495,44.369,44.737,44.348,44.737,36077
2005-07-05,48.326,48.719,48.308,48.719,5822,49.309,49.841,49.309,49.774,4528,41.392,41.972,41.392,41.908,6301,46.075,46.566,46.075,46.462,4107,57.274,58.454,57.256,58.454,55727,48.543,48.896,48.401,48.896,21464,44.808,45.341,44.761,45.304,55423
2005-07-06,48.629,48.87,48.629,48.665,7278,49.746,49.746,49.422,49.515,5386,41.908,42.17,41.853,41.853,9719,46.462,46.566,46.314,46.314,7643,58.57,59.013,57.477,57.547,67399,48.931,48.931,48.476,48.533,30634,45.341,45.448,45.136,45.189,26273
2005-07-07,48.264,48.647,48.004,48.647,5711,48.995,49.487,48.995,49.487,3880,41.656,41.899,41.591,41.899,4379,45.831,46.207,45.831,46.207,4447,57.38,58.238,56.909,58.159,27119,48.207,48.59,48.061,48.59,21898,44.959,45.304,44.67,45.235,28367
2005-07-08,48.986,49.602,48.986,49.602,10078,49.644,50.101,49.598,49.996,1723,42.029,42.715,42.029,42.715,5981,46.295,46.866,46.295,46.866,5360,58.262,58.672,57.564,57.852,38906,48.717,49.312,48.581,49.255,24808,45.235,46.139,45.205,46.007,97646
2005-07-11,49.827,50.47,49.807,50.47,7949,50.426,50.665,50.426,50.498,3555,42.966,43.209,42.891,43.079,10786,46.909,47.102,46.909,47.023,2510,57.431,58.305,57.414,58.305,36160,49.21,49.431,49.21,49.321,17045,46.077,46.673,46.063,46.566,41438
2005-07-12,50.415,50.612,50.022,50.334,9518,50.675,50.916,50.515,50.832,1834,43.209,43.64,43.116,43.519,9399,47.135,47.242,47.023,47.153,3308,58.525,59.162,58.211,58.874,55041,49.414,49.469,49.146,49.386,23944,46.667,46.764,46.412,46.557,38298
2005-07-13,50.324,50.324,50.077,50.263,5711,50.723,50.85,50.62,50.739,2910,43.593,43.762,43.472,43.733,10786,47.276,47.276,47.084,47.267,21788,58.998,58.998,58.35,58.491,19453,49.34,49.34,48.921,49.08,18876,46.626,46.626,46.245,46.289,102221
